source,new_source,group,dijkstra_dheap,rdijkstra_dag_dheap,rdijkstra_tree_dheap,rauction_dag_dheap,rauction_tree_dheap,dijkstra_radix,rdijkstra_dag_radix,rdijkstra_tree_radix,rauction_dag_radix,rauction_tree_radix
112535,8611,8,35.329,34.929,34.948,2.212,2.037,16.946,16.089,16.096,2.209,2.030
112535,8611,8,35.275,35.147,34.749,2.181,2.060,17.074,16.043,16.032,2.188,2.048
112535,34474,9,38.104,39.760,40.473,2.286,2.081,18.374,17.618,17.094,2.232,2.104
112535,34474,9,37.396,35.116,34.858,2.191,2.030,17.015,16.013,15.949,2.176,2.030
112535,42173,9,35.181,34.989,36.148,2.178,2.029,17.061,16.058,15.939,2.204,2.033
112535,42173,9,35.379,34.869,34.828,2.158,2.028,17.060,15.971,15.933,2.200,2.034
112535,103171,9,35.029,35.042,34.683,2.179,2.011,18.045,18.617,18.005,2.385,2.084
112535,103171,9,41.749,43.909,42.651,2.497,2.289,20.250,19.478,17.998,2.355,2.220
112535,94979,10,35.517,34.981,35.208,2.181,2.035,16.956,15.987,16.085,2.174,2.032
112535,94979,10,35.149,34.995,35.087,2.225,2.035,17.397,16.689,16.065,2.192,2.034
112535,140684,10,35.051,34.842,35.769,2.223,2.043,17.111,16.191,16.159,2.228,2.041
112535,140684,10,36.719,34.971,35.766,2.173,2.054,16.932,16.049,15.939,2.188,2.031
112535,56759,10,35.097,35.031,34.928,2.188,2.038,16.919,18.374,16.155,2.173,2.030
112535,56759,10,37.680,35.109,34.924,2.188,2.030,16.727,16.129,16.114,2.194,2.033
