source,new_source,group,dijkstra_dheap,rdijkstra_dheap,dijkstra_radix,rdijkstra_radix
20512,53362,93,13.610,14.234,12.597,13.826
20512,53362,93,15.213,16.174,12.666,13.701
20512,54413,93,13.967,14.146,13.150,14.165
20512,54413,93,14.242,14.785,12.558,13.594
20512,11177,93,13.577,14.145,12.603,13.582
20512,11177,93,13.668,13.975,12.413,14.134
20512,55228,94,13.843,14.051,12.575,13.708
20512,55228,94,13.876,14.462,12.573,13.545
20512,68376,94,13.860,14.186,13.483,15.793
20512,68376,94,14.136,14.040,12.815,14.052
20512,46286,94,14.346,14.500,12.827,13.922
20512,46286,94,13.582,13.725,13.185,13.813
20512,34431,95,16.167,15.357,13.099,13.881
20512,34431,95,14.731,15.586,13.000,13.777
20512,58242,95,13.743,14.315,12.656,13.860
20512,58242,95,14.263,14.241,13.259,13.667
20512,69183,95,13.744,13.897,12.515,13.407
20512,69183,95,13.748,13.849,12.454,13.716
20512,90368,96,13.692,14.435,12.854,13.463
20512,90368,96,13.619,13.751,12.755,13.908
20512,88832,96,14.282,14.055,13.084,13.407
20512,88832,96,13.541,13.756,12.875,13.513
20512,43147,96,13.721,13.787,12.178,13.918
20512,43147,96,14.090,13.708,13.031,13.258
20512,57093,97,13.359,13.832,12.579,13.450
20512,57093,97,13.687,13.987,12.162,13.416
20512,86495,97,13.808,13.622,12.593,13.317
20512,86495,97,13.439,13.961,12.520,13.718
20512,84696,97,13.769,13.724,12.100,13.498
20512,84696,97,13.703,13.820,12.612,13.398
20512,40107,98,13.636,13.624,12.471,13.484
20512,40107,98,13.402,13.943,12.044,13.258
20512,53244,98,13.515,13.704,12.613,13.550
20512,53244,98,13.536,13.803,12.441,13.452
20512,9256,98,13.666,13.933,12.708,13.178
20512,9256,98,13.598,13.643,12.518,13.032
20512,73317,99,15.601,15.420,14.231,14.644
20512,73317,99,14.546,15.117,16.729,14.858
20512,722,99,14.698,14.546,13.364,14.287
20512,722,99,14.734,14.545,13.381,14.164
20512,70245,99,14.126,14.579,12.824,13.799
20512,70245,99,14.166,14.694,13.278,13.938
20512,7527,100,13.858,14.163,12.687,13.522
20512,7527,100,14.124,13.935,12.772,14.088
20512,46076,100,14.350,13.957,12.400,13.638
20512,46076,100,14.219,14.059,12.897,13.664
20512,8020,100,13.630,13.837,12.590,13.938
20512,8020,100,13.740,13.886,12.536,13.332
